"COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","FREQUENCY.ID","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE.ID","SCALE"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","1.085","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","1.247","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","1.054","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","0.416","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","0.654","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","0.344","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-0.368","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-0.244","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","0.531","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","0.222","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","1.126","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","1.049","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","1.198","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-2.345","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-0.152","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","1.039","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","0.105","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","0.619","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","0.337","0","Units"
"CHE","Switzerland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","0.256","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","1.359","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","0.123","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-0.465","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","0.169","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","0.784","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","1.101","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","1.040","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","0.841","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-0.522","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-2.042","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-3.699","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-3.069","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-2.285","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-1.495","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-0.558","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","0.019","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","0.050","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-0.314","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","0.046","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-0.230","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-8.220","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-2.017","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","0.038","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","0.004","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-0.776","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-1.554","0","Units"
"CAN","Canada","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-1.865","0","Units"
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-7.383","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-5.838","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-6.723","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-7.154","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-6.457","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","-5.101","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","-3.92","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-3.839","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-4.427","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-6.936","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-8.318","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-8.277","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-7.921","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-7.49","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-5.989","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-4.494","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-4.449","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-3.655","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-3.049","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-3.334","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-8.137","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-5.441","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-4.2","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-2.352","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-1.624","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-1.374","",""
"JPN","Japan","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-2.091","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","1.944","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","0.464","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-0.86","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-0.277","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-0.465","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","4.628","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","5.448","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","1.821","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-7.312","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-8.564","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-1.333","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-4.719","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-0.957","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-1.228","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-0.492","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-0.262","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","0.336","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-1.248","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-1.704","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-3.634","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-2.227","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-2.837","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-3.186","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-3.4","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-1.631","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-0.819","",""
"ISL","Iceland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-0.443","",""
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","5.003","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","3.677","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","3.600","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","2.534","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","1.850","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","2.137","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","2.493","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","2.027","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","1.278","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-0.390","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-1.821","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-1.390","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-1.521","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-1.088","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-1.038","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-0.445","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-0.895","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-1.586","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-1.862","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-2.342","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-4.466","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-3.178","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-1.102","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-2.479","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-3.377","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-3.420","0","Units"
"FIN","Finland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-3.355","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-2.866","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-2.555","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-2.948","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-2.894","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-2.853","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","-2.503","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","-2.209","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-2.250","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-3.431","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-4.639","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-4.694","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-3.719","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-2.008","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-1.201","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-0.777","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-0.537","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-0.510","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-0.597","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-0.338","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-0.535","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-3.535","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-3.964","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-3.624","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-3.669","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-3.076","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-3.036","0","Units"
"G163","Euro Area (EA)","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-3.353","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-1.438","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-1.225","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-1.072","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-1.227","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-1.184","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","-0.343","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","-0.082","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-1.044","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-7.127","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-10.645","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-8.624","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-7.891","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-3.945","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-2.852","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-2.060","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-2.552","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-2.810","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-2.886","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-2.899","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-4.383","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-3.984","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-4.218","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-4.958","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-3.618","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-3.094","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-3.084","0","Units"
"ESP","Spain","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-3.066","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-4.075","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-5.504","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-6.073","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-8.155","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-9.554","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","-5.895","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","-7.052","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-8.312","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-11.174","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-13.871","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-7.346","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-2.179","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","4.164","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","6.254","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","4.812","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","5.320","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","7.752","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","7.238","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","5.495","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","3.197","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-1.396","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-3.943","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-1.943","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-1.756","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","0.455","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-0.869","0","Units"
"GRC","Greece","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-1.555","0","Units"
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","3.638","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","0.155","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-0.864","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-0.198","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","0.937","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","0.445","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","0.763","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-2.439","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-8.347","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-9.327","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-9.575","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-7.463","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-5.811","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-4.655","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-3.169","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-1.659","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-1.606","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-1.11","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-0.29","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","0.354","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-1.215","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-1.449","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-1.023","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","-1.718","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","-1.36","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-1.635","",""
"IRL","Ireland","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-1.71","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-4.168","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-4.968","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2002","-5.929","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2003","-7.578","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2004","-8.077","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2005","-6.052","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2006","-4.929","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2007","-4.658","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2008","-6.382","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2009","-9.306","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2010","-9.501","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2011","-7.559","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2012","-4.227","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2013","-3.225","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2014","-1.453","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2015","-1.603","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2016","-1.074","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2017","-0.903","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2018","-0.753","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2019","-0.532","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2020","-1.897","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2021","-0.858","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2022","-0.642","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2023","0.887","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2024","0.317","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2025","-0.101","",""
"PRT","Portugal","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2026","-0.384","",""
"MLT","Malta","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2000","-7.461","",""
"MLT","Malta","GGSB_NPGDP","Structural balance, General government, Percent","A","Annual","2001","-6.86","",""
